7.000000, 192.203934
7.129599, 190.934708
7.052437, 189.835052
6.847286, 188.976883
6.594175, 188.372131
6.348825, 187.995422
6.140546, 187.809464
5.980302, 187.779007
5.868961, 187.875809
5.802790, 188.078705
5.776447, 188.372421
5.784437, 188.746017
5.821716, 189.191681
5.883894, 189.703751
5.967246, 190.278214
6.068651, 190.912094
6.185506, 191.603256
6.315645, 192.350128
6.457261, 193.151550
6.608840, 194.006683
6.769112, 194.914963
6.937004, 195.875946
7.111609, 196.889374
7.292150, 197.955093
7.477967, 199.073029
7.668489, 200.243164
7.863225, 201.465546
8.061747, 202.740326
8.263683, 204.067566
8.468711, 205.447495
8.676543, 206.880280
8.886930, 208.366135
9.099647, 209.905304
9.314498, 211.498047
9.531309, 213.144577
9.749922, 214.845230
9.970198, 216.600250
10.192010, 218.409912
10.415246, 220.274536
10.639803, 222.194412
10.865588, 224.169830
6.437953, 183.777100
0.810810, 180.405441
0.572460, 191.757767
0.771518, 240.726944
1.009073, 372.532104
1.254639, 650.741211
1.502680, 1157.482300
1.751684, 1993.741699
2.001125, 3279.729980
2.250787, 5155.315430
2.500572, 7780.525879
2.750428, 11336.119141
3.000329, 16024.223633
3.250257, 22069.048828
3.500205, 29717.669922
3.750166, 39240.871094
4.000136, 50934.085938
4.250113, 65118.390625
4.500094, 82141.593750
4.750080, 102379.367188
5.000068, 126236.476562
5.250058, 154148.125000
5.500050, 186581.328125
5.750043, 224036.312500
6.000038, 267048.218750
6.250033, 316188.562500
6.500030, 372067.125000
6.750026, 435333.593750
7.000023, 506679.625000
7.250021, 586840.687500
7.500019, 676598.187500
7.750017, 776781.687500
8.000015, 888271.062500
8.250013, 1011998.812500
8.500012, 1148952.875000
8.750011, 1300178.375000
9.000010, 1466781.250000
9.250010, 1649930.125000
9.500009, 1850859.375000
9.750008, 2070872.625000
10.000007, 2311344.750000
7.000000, 186.628296
6.426339, 183.371902
0.805139, 181.293930
0.769847, 212.934814
1.002041, 559.585205
1.250283, 3316.646484
1.500051, 20076.857422
1.750011, 100748.359375
2.000003, 420882.750000
2.250001, 1507212.625000
2.500000, 4753310.500000
2.750000, 13491718.000000
3.000000, 35060472.000000
3.250000, 84548488.000000
3.500000, 191246640.000000
3.750000, 409293792.000000
4.000000, 834618944.000000
4.250000, 1631071104.000000
4.500000, 3069642240.000000
4.750000, 5585954816.000000
5.000000, 9862772736.000000
5.250000, 16946231296.000000
5.500000, 28406863872.000000
5.750000, 46559350784.000000
6.000000, 74758373376.000000
6.250000, 117792022528.000000
6.500000, 182399205376.000000
6.750000, 277942894592.000000
7.000000, 417278230528.000000
7.250000, 617862004736.000000
7.500000, 903158890496.000000
7.750000, 1304412160000.000000
8.000000, 1862854115328.000000
8.250000, 2632453455872.000000
8.500000, 3683301982208.000000
8.750000, 5105775017984.000000
9.000000, 7015603109888.000000
9.250000, 9560036212736.000000
9.500000, 12925290938368.000000
9.750000, 17345513783296.000000
10.000000, 23113517498368.000000
7.000000, 186.628296
6.431341, 183.381271
0.829857, 181.213272
0.771758, 209.225021
1.000946, 746.638306
1.250034, 16028.673828
1.500002, 343332.093750
1.750000, 5064657.500000
2.000000, 53874068.000000
2.250000, 440001728.000000
2.500000, 2901195008.000000
2.750000, 16047091712.000000
3.000000, 76677267456.000000
3.250000, 323809378304.000000
3.500000, 1230467366912.000000
3.750000, 4268290998272.000000
4.000000, 13674396778496.000000
4.250000, 40850318950400.000000
4.500000, 114703158214656.000000
4.750000, 304756283146240.000000
5.000000, 770529011171328.000000
5.250000, 1862894417346560.000000
5.500000, 4324761215696896.000000
5.750000, 9675687292043264.000000
6.000000, 20927558862241792.000000
6.250000, 43880946423824384.000000
6.500000, 89416245530591232.000000
6.750000, 177452449349500928.000000
7.000000, 343646552465604608.000000
7.250000, 650515265615822848.000000
7.500000, 1205571618902900736.000000
7.750000, 2190416690846629888.000000
8.000000, 3906688233668345856.000000
8.250000, 6847598988602900480.000000
8.500000, 11807822496453885952.000000
8.750000, 20050168477565059072.000000
9.000000, 33555410427909767168.000000
9.250000, 55392586566796836864.000000
9.500000, 90262120098084945920.000000
9.750000, 145284567070507270144.000000
10.000000, 231135165042978193408.000000
7.000000, 186.160019
6.427209, 182.905426
0.830155, 180.745178
0.772366, 208.263351
1.000552, 933.226318
1.250005, 76643.882812
1.500000, 5866450.500000
1.750000, 254575904.000000
2.000000, 6895881728.000000
2.250000, 128449380352.000000
2.500000, 1770748903424.000000
2.750000, 19086450884608.000000
3.000000, 167693172867072.000000
3.250000, 1240146305351680.000000
3.500000, 7916739807412224.000000
3.750000, 44511572176928768.000000
4.000000, 224041316818878464.000000
4.250000, 1023099761533648896.000000
4.500000, 4286106881547567104.000000
4.750000, 16626771954275188736.000000
5.000000, 60197579923526778880.000000
5.250000, 204787453557372616704.000000
5.500000, 658416906478590885888.000000
5.750000, 2010743799205312069632.000000
6.000000, 5858376970875715977216.000000
6.250000, 16346928362549082587136.000000
6.500000, 43833881950368345096192.000000
6.750000, 113294380687580909797376.000000
7.000000, 283007713793436765126656.000000
7.250000, 684894244790796090867712.000000
7.500000, 1609243800904970885136384.000000
7.750000, 3678228022138848828981248.000000
8.000000, 8192919042614038848602112.000000
8.250000, 17812134572399777193918464.000000
8.500000, 37853175396167824227434496.000000
8.750000, 78736200836326331743469568.000000
9.000000, 160494494860760351909085184.000000
9.250000, 320954715671031751471267840.000000
9.500000, 630334099435810759303495680.000000
9.750000, 1216891271279609548770377728.000000
10.000000, 2311351797289913982818189312.000000
7.000000, 188.910843
6.454594, 185.706894
0.831265, 183.487427
0.772539, 210.874664
1.000364, 1122.545410
1.250001, 365682.437500
1.500000, 100234112.000000
1.750000, 12796274688.000000
2.000000, 882672861184.000000
2.250000, 37498134724608.000000
2.500000, 1080779329241088.000000
2.750000, 22701472697286656.000000
3.000000, 366744989662707712.000000
3.250000, 4749593913608634368.000000
3.500000, 50935746969932398592.000000
3.750000, 464185732118100312064.000000
4.000000, 3670692934760504754176.000000
4.250000, 25623617389492390854656.000000
