4.500000, 160158721316407979540480.000000
4.750000, 907116766327222214590464.000000
5.000000, 4702936296752506021609472.000000
5.250000, 22512228917643427337732096.000000
5.500000, 100239699530258072029102080.000000
5.750000, 417860774952521254460981248.000000
6.000000, 1639970740811047677640835072.000000
6.250000, 6089705266743757354506911744.000000
6.500000, 21488368379294578532044242944.000000
6.750000, 72332718814072016350797103104.000000
7.000000, 233069016547629604855993073664.000000
7.250000, 721090099245722189438048534528.000000
7.500000, 2148081353739528367363137208320.000000
7.750000, 6176615992281212242937776177152.000000
8.000000, 17181796556056116799423616385024.000000
8.250000, 46333339319583062334955889623040.000000
8.500000, 121348608123434669429383564886016.000000
8.750000, 309193803769916296849177832325120.000000
9.000000, 767640196546910515554770892095488.000000
9.250000, 1859670200988162078344108295847936.000000
9.500000, 4401857907140660541134244172267520.000000
9.750000, 10192579313456178493381939298304000.000000
10.000000, 23113516576495370843627803430092800.000000
7.000000, 188.910843
6.442612, 185.684219
0.826643, 183.508636
0.772328, 211.223236
1.000258, 1311.864502
1.250000, 1743925.500000
1.500000, 1712593920.000000
1.750000, 643205955584.000000
2.000000, 112982126231552.000000
2.250000, 10946802190647296.000000
2.500000, 659655368338571264.000000
2.750000, 27001188629388197888.000000
3.000000, 802071320017571414016.000000
3.250000, 18190305733227355045888.000000
3.500000, 327717036964570778828800.000000
3.750000, 4840727710375593337946112.000000
4.000000, 60140633043116109892419584.000000
4.250000, 641745698041665256962392064.000000
4.500000, 5984642057232873487792603136.000000
4.750000, 49490117398484909660821258240.000000
5.000000, 367416848434073687648186138624.000000
5.250000, 2474762879997709180612173103104.000000
5.500000, 15260844860759781021174045081600.000000
5.750000, 86837344722456508876845972717568.000000
6.000000, 459086813976380150823118608269312.000000
6.250000, 2268591816010075853614955330797568.000000
6.500000, 10534087356213757779057810899730432.000000
6.750000, 46180778761362882738664275982680064.000000
7.000000, 191942345599670040264012031913361408.000000
7.250000, 759199034375024644865541697913749504.000000
7.500000, 2867342309689289900102394242324758528.000000
7.750000, 10371999608356387797957122912094781440.000000
8.000000, 36032839011126197458144835949085851648.000000
8.250000, -nan
8.500000, -nan
8.750000, -nan
9.000000, -nan
9.250000, -nan
9.500000, -nan
9.750000, -nan
10.000000, -nan
7.000000, 188.910843
6.442611, 185.684219
0.826571, 183.508804
0.772269, 211.269760
1.000192, 1501.183594
1.250000, 8315901.000000
1.500000, 29261275136.000000
1.750000, 32330787848192.000000
2.000000, 14461712157638656.000000
2.250000, 3195692063223971840.000000
2.500000, 402621665949433987072.000000
2.750000, 32115281532769691238400.000000
3.000000, 1754129861121844510195712.000000
3.250000, 69666421002315280089612288.000000
3.500000, 2108508300402399370043981824.000000
3.750000, 50481186285145313492883996672.000000
4.000000, 985344131778414344477402464256.000000
4.250000, 16072575684488384551272157544448.000000
4.500000, 223627794453586202763553067237376.000000
4.750000, 2700062044620058098575486826315776.000000
5.000000, 28704444982960562345239116548931584.000000
5.250000, 272050000138964597703097515256053760.000000
5.500000, 2323364914992851528758625221075795968.000000
5.750000, 18046021682379628342056168987794866176.000000
6.000000, -nan
6.250000, -nan
6.500000, -nan
6.750000, -nan
7.000000, -nan
7.250000, -nan
7.500000, -nan
7.750000, -nan
8.000000, -nan
8.250000, -nan
8.500000, -nan
8.750000, -nan
9.000000, -nan
9.250000, -nan
9.500000, -nan
9.750000, -nan
10.000000, -nan
